NO,LABEL,TEXT
782,,"Kampus ASMI 
jln Perintis Kemerdekaan, P Gadung,  pagi ini kelelep
#banjir 
#4niesTenggelamkanDKI https://t.co/LPh8OoxlHn
@Aslipriok1973 @NatasyaRudy @LukmanHarijanto https://t.co/FbRdgCMy6q"
783,,"@tempodotcom: Dana jumbo Rp 1,6 T yg dikucurkan Pemprov DKI Jakarta untuk Formula E, akan jauh lebih bermanfaat jika dipakai buat mengantisipasi banjir.
https://t.co/3K83vPJndN https://t.co/DSJVdOjLBF
@ediedot108 @blacpanthe @abdul_charim @Boemi_Pertiwi12 @mukabahagia"
784,,"TOA, JAKARTA LUMPUH!  Selasa pagi Stasiun Sudirman KELELEP, operational kereta terhenti, Menteng banjir, Cikini collaps !
@LisdiyantoR @enny_endah @Bubut871 @YudiKs14 @sirajapadoha @joy_rantau @Bnie18 https://t.co/Npxhi2EPRU https://t.co/Ls1ijqCUKw"
785,,"JANTUNG JAKARTA KELELEP, KRISIS ! 
Selasa, 25 Feb 2020 08:00 WIB. MONAS, Jalan Medan Merdeka Timur dan Jalan MH Thamrin depan Sarinah banjir.
https://t.co/uCVnDzCzvt
@YCH7168 @Shumartweet1 @ichigotalks @TjahjadiJudono @muhamma87797215 @Gregorius841
@WidaMahalik @senasurya53"
786,,"LUMPUH Jakarta banjir. Jalur Transjakarta tergenang, tak melayani penumpang.
Tiga koridor yang lumpuh jurusan Kalideres-Pasar Baru, jurusan Pinang Ranti - Pluit, serta jurusan Pulogebang-Kampung Melayu
https://t.co/VgO2prnizu
@asnug_id @LisdiyantoR @Usep210 @enny_endah @DRadjikin"
787,,"Kampus ASMI 
jln Perintis Kemerdekaan, P Gadung,  pagi ini kelelep
#banjir 
#4niesTenggelamkanDKI https://t.co/LPh8OoxlHn
@Aslipriok1973 @NatasyaRudy @LukmanHarijanto @Bams_1eng @valencia_amara @ichigotalks @Raden_Atmadja"
788,,@ariman_85 Waahh hati hati yaaa... Jalanan pasti licin dan banyak terkena banjir
789,4,Emang sekarang hari libur ndasmu????? Ini hari selasa goblooosssss!!!! Banjir tuh dimana mana... Pemimpin salah kok masih dibela kayak gini. Gubernur soleh apaaann? Takabur! Sombong! Terkutuklah kemakan omongan sendiri!! 😡😡 #emosileveltinggi #aniesbanjir https://t.co/gzCNZBM4ek
790,,"Teman2 semua bagaimana di sekitar anda? Yg terkena banjir hati2  ya, semalaman hujan sampe pagi ini...kondisi pagi ini di taman sepat, samping rumah, taman udh mulai ketutup air limpahan sungai yg airnya tinggi &amp; melimpah https://t.co/r8lvWwT64e"
791,,"(((( BANJIR SELALU HARI LIBUR ))))
Skrg hari selasa banjir, kira kira omongannya berubah ga? https://t.co/lKIN3gP4v0"
792,,"Entah pada ga tau atau gmna, tp yg jelas katulampa ke jakarta itu jauh bgt, setelah katulampa msh ada sedikit bogor, cibinong dan depok.. apakah daerah ini bisa jd penyebab banjir?"
793,,"Jd solusi yg saya berikan buat pak @aniesbaswedan pak @jokowi pak @ridwankamil yaitu adanya normalisasi di jakarta dan buat waduk di depok, karna normalisasi tanpa waduk penahan di depok ya percuma.. cm mindahin banjir aja bkn mengurangi"
794,,"Katanya bogor ga ujan tp jakarta masih banjir, dan beberapa atau bahkan banyak orang ga sadar klo pintu air di jakarta udh banyak yg siaga 1, dr mana asalnya klo bkn dr bogor?"
795,4,"@unilubis Banjir kotanya bahagia warganya,Mantul!!!"
796,,#banjir https://t.co/8Vht3ZNSqg
797,,Banjir dibawah ini Anies harus dimintai pertanggungjawaban https://t.co/3jHZmYNBSz
798,,"Banjir di tol Cikampek, Anies  harus bertanggungjawab. https://t.co/xMw53yUTVv"
799,,@dwicarta Mudah2n dengan hastag banjir jadi surut. Aamiin
800,,Galau mau ke kantor naik apa karena kemang banjir pasti macet
801,,Ekonomi lumpuh dampak banjir.
802,,@ekky____ ude sepaha aje banjir nye
803,,@noellastrna @Ekosaputra1Doni ini pertama x banjir masuk ke dlm rumah apa ude yg kesekian kalinya? tinggi kah airnye?
804,,@yeniandri_ banjir dong
805,,Fokus banjir dulu https://t.co/pcSLTFSDn4
806,,@eko_kuntadhi Itu duit lbh baik utk kompensasi korban banjir dan perbaikan fasilitas publik pasca banjir
807,,"@665Hz tolong kabarnya, apakah anda terendam banjir...... :’)"
808,2,"Asoyyy... skrg banjir kan, di hari selasa kaan, hari kerja kan, ada alasan buat libur kan, varoqaaah..  Qobulll 😆 https://t.co/6yKpZuM9Ft"
809,,"Pulomas barat, dan pulomas utara airnya naik lagi, mereka kembali kebanjiran, tolong pompanya dinyalahkan pak, ini kali ke-4 banjir lagi sejak januari 2020 @aniesbaswedan @DKIJakarta @DinasSDAJakarta"
810,,@p_pohon @el_kaezzar @yunartowijaya Ibukota ga akan banjir LG karena ibukotanya mau dipindahin.
811,,"Guys, stay safe ya. Hindari daerah banjir"
812,5,"Kantor di Kemang. Jarak kantor-rumah cuma 4 km. Tapi akses jalan ke Kemang ditutup karena banjir. Muter lewat Pejaten, macetnya mungkin sampai habis lebaran 😭"
813,,B3 Cibis Nine banjir gue salahin anies apa pak imron
814,,Lu ada denger toa yang bunyi menandakan kampung lu banjir kaga?
815,,"How to disable jakarta for a while:
1. Banjir
2. Blackout
3. Demo"
816,5,Lekas air masuk ke tanah..banjir dimana2 😢
817,,"Sekarang saya juga kerja di Jakarta. Tapi Alhamdulillah engga kena dampak dari #banjir #BanjirDKIJakarta Karena tempat tinggal ada di lantai 3, sedangkan ruangan kerja ada di lantai 2 dan 1."
818,,Semangat buat yang lagi kejebak #banjir #BanjirDKIJakarta. Semoga cepet surut dan bisa normal kembali.
819,4,"Guys ini banjir bukan cuma kesalahan pemerintah lho, tapi INI BUKTI NYATA KRISIS IKLIM. PADA MELEK DONG WOEY!"
820,,#banjir pasar baru @RadioElshinta https://t.co/pvzwxgbSLJ
821,,"Semoga yang terkena banjir, aman² saja. Yang ada kendala dijalan, diberi jalan alternatif ke tempat tujuan.
#banjir"
822,,@petabencana Pasar minggu #banjir
823,,"Jl. Rawajati Timur depan komplek BIN, tergenang plus antri di perlintasan kereta, mengakibatkan lalin tersendat #banjir https://t.co/79CMhXPkP8"
824,,What the... road closurenya banyak banget  #banjir https://t.co/YhyyoID4wU
825,,@RadioElshinta banjir didepan RSU Kramat Jati. Sementara masih bisa dilalui kendaraan R2 dan R4. https://t.co/KvNlOCWhKm
826,,Mantap betul hampir tiap hari banjir trus hufft https://t.co/cjnkbbmxKZ
827,,Banjir deuiiiii
828,,"Info barusan dikabarin (05:46). Kereta saya pagi ini, K118410, tidak bisa ke stasiun Tanah Abang. Karena di stasiun Sudirman katanya ada genangan. @CommuterLine
hanya sampai stasiun Manggarai. Siap siap ya berangkat kerja lebih awal

#banjir

@CurhatKRL"
829,,Lanjut lagi hujannya menjelang subuh.. kayaknya banjir dimana2 ini..
830,,"Dulu banjir siklusnya tahunan, 5 tahunan dsb.. eh sekarang seminggu bisa 2 kali.. masya Allah makin berat cobaan sebagai warga ibukota dan sekitarnya.."
831,2,libur banjir 😁
832,4,Dan terjadi lagi 🙄 #banjir https://t.co/J1OMAKwh3e
833,,@petabencana #banjir
834,,@vitkasav_ banjir lagi????
835,3,Saya bukan menyalahkan banjir karena bapak @aniesbaswedan akan tetapi. Lebih baik ada upaya dan penyelesaian nya. Saya ga mau tanah kelahiran saya tenggelam terus 😭
836,,"Dear gubernur DKI Jakarta @aniesbaswedan. Terimakasih telah bersusah payah membereskan jakarta. Tapi mohon di prioritaskan mengenai banjir, karena makin banyak orang yang terkena dampaknya."
837,,"Condet Hujan Deres Sederes Deresnya... Walau tanpa petir tapi kalo begini terus bisa Banjir...Jalanan udah tergenang air 😌

Cc @RadioElshinta 

#hujan  #HujanMalamSelasa"
838,,"Jakarte hujan (lagi) , Jakarte banjir (lagi) warge Jakarte kudu siap - siap menghadapi banjir (lagi) *toa mana toa"
839,,Jakarta Hujan (lagi) siap - siap warga Jakarta banjir (lagi)
840,4,"KAMAR BOCOR
LAPER
HAPE LOBET
DUIT KAGAK
DIKIT LAGI BANJIR

YAH NAMANYA JUGA HIDUP"
841,,"Banjir kemaren di komplek rumah uwe taken by drone anak blok sebelah, keren juga kalo diliat air milonya banyak https://t.co/SlydEmBJzk"
842,4,"WAN TOA MANNA ?? Menkes Tinjau RSCM Usai Diterjang Banjir karena Hujan Deras https://t.co/NsWXcB5x0q
@regina999999 @Lumbalaut1 @BossToukeeIsa @Berty69968038 @fatmawati2014
@bin_martakusuma @sarkasimo @Bubut871 @Aslipriok1973 @periani"
843,,"Ketuà DPRD DKI
Prasetyo Kesal Kritik Pemprov DKI: Hujan Lokal Saja Banjir, Ini Bukan Kiriman!
Mosok
Kawasan Menteng, Jakarta tergenang banjir ?? (23/2).
https://t.co/ahrTbAlPn1
@durangonian @Aslipriok1973 @LisdiyantoR @LukmanHarijanto @sirajapadoha @Bubut871 @BHD_8 @marsonom97"
844,4,"WAN TOA MANNA ?? Menkes Tinjau RSCM Usai Diterjang Banjir karena Hujan Deras https://t.co/NsWXcB5x0q
@amandagempita @LisdiyantoR @LukmanHarijanto @marsonom97 @Bams_1eng @bud1_f1 @f24nk1"
845,,"Rute TransJakarta Terganggu karena genangan. Belum bisa pastikan kapan layanan akan pulih, yi. Koridor 2 rute Pulogadung Harmoni, Koridor 10 rute Tanjung Priok - PGC2, dan Koridor 12 Tanjung Priok - Pluit.
https://t.co/pUxTf0JMTl
@PJayakarsa @boedi_wie @valencia_amara @YudiKs14"
846,,"Minta Anies Tak ""Tenggelamkan"" Kelapa Gading, Warga Tuntut Dana Banjir Dikembalikan, ini sudah bukan banjir tahunan lagi,
WARGA geram baru kali ini merasakan banjir datang berkali-kali.
Warga beli Pompa Dan TOA Sendiri.
https://t.co/INnTTdpgUu
@LukmanHarijanto @Bams_1eng @77bayoe"
847,,"Dinilai tdk Mampu Atasi Banjir!! Rapor Gubernur Anies Anjlok karena tdk mampu atasi persoalan banjir.
Dan elektabilitas Anies turun menjadi 11,9% dari sebelumnya sebesar 15%.
https://t.co/nDwdlimITN
@ichigotalks @JohnIrwan4 @novapermana8 @LisdiyantoR @gundala222 @TheendTo"
848,,"HARI HARI Warga Jakarta Terendam Banjir !
Ruas Jalan Kemandoran tergenang air setinggi 40 cm, juga Monas, Ruas Jalan Protokol Medan Merdeka Timur, Gambir, Jakarta Minggu dini hari.
https://t.co/PEAxiZOJAe
@positive_values @cello_bams @marsonom97 @ichigotalks @HantoSuwono"
849,,"Minta Anies Tak ""Tenggelamkan"" Kelapa Gading, Warga Tuntut Dana Banjir Dikembalikan, ini bukan banjir tahunan lagi,
WARGA geram baru kali ini merasakan banjir datang ber kali2.
Warga beli Pompa Dan TOA Sendiri.
https://t.co/INnTTdpgUu @YudiKs14
@lho_koq @joy_rantau @enny_endah"
850,,"Banjir Kelapa Gading: Warga Minta Pintu Air Dibuka, Anies Sabar Tunggu Air Laut Surut https://t.co/F85xynl5yC https://t.co/3bVh3Su6NI
@PJayakarsa @Oetaryo7 @cuanbaksit @MyBagaspati"
851,,"Banjir RSCM JakartA KELELEP, TOAA GAK Bunyi
@MyBagaspati @LisdiyantoR @cello_bams @sudrajatasep17 @PJayakarsa @JohnIrwan4 @wrahardian2 https://t.co/PXB7ZGasKg"
852,,"Gubernur Anies meninjau air di pintu manggarai pasca hujan, Sabtu malam (22/2/2020).
Menurut Anies, banjir di Ibu Kota Jakarta dapat dihilangkan dgn menunggu permukaan air laut surut. https://t.co/QMugUlIzMw
@cahangon88 @Gregorius841 @Jokoumb64504158 @wrahardian2 @boedi_wie"
853,,"Anies: Drainase vertikal, Jika Air Hujan Masuk ke Tanah, Insyaallah Tak Ada Banjir.
https://t.co/W37q9OGugG
@cello_bams @marsonom97 @lho_koq @Bubut871 @77bayoe @Oetaryo7 @Berty69968038 @sirajapadoha @ichigotalks"
854,,"JakartA Banjir Ber Silit2, kawasan Yg TIDAK pernah banjir skrg Kelelep ! 
Dear Pak @aniesbaswedan #WaterParkJakarta 
Sejak Bapak menjabat wilayah2 yang tidak pernah banjir, hari ini banjir RSCM, Mona's, DSawit https://t.co/dspByhPTni
@USutendi @marsonom97 @Bubut871 @YudiKs14"
855,,"DITANYA SOAL banjir ber silit2, Wan TOA bilang ""Ayo main TIKTOK?
JakartA tiap Hari Banjir, titik banjir Meroket Tik tok ... TIKTOK ... @aniesbaswedan https://t.co/HSI0QtMiYo
@enny_endah
@Jokoumb64504158 @77bayoe @mukabahagia 
@aku_bukan_ane @mpok__minah"
856,,"PSI DPRD DKI menilai Gub. Anies sama sekali tidak peduli soal banjir, Anies 2,5 tahun, program antisipasi banjir jalan di tempat. Kem PUPR tidak bisa jalankan normalisasi karena Pemprov DKI tidak mau bebaskan lahan.
https://t.co/f1QxUb4qR0
@Bubut871
@joy_rantau @LisdiyantoR"
857,,"Langganan Kelelep! Kembali Dilanda Banjir, Warga Bekasi Tuntut Pemerintah Cari Solusi.
https://t.co/7STeK7vdFp
@AndipanjaitanP @LaingenLisa @NatasyaRudy @LukmanHarijanto @MyBagaspati"
858,,"Kawasan Menteng Banjir !! TMC POLDA:
02:28 #Banjir 20-40 cm di Jl. Surabaya, Jl. Cilacap, dan Jl. Pegangsaan Barat Jakarta Pusat, agar hati2 apabila sedang melintas. @VDrfzi https://t.co/V7R7inNThF
@enny_endah @yogo_prst @PJayakarsa @tekarok007 @AlhadieLukman @BHD_8 @kangdin223"
859,,Jalanan masih banjir tp ujannya ga reda2 dari semalem..
860,,ginini perkara banjir hadeuhhhhhhhh gimana ni kalo mau tacap ngalis wkwkek
861,,@petabencana #banjir
862,,"Inget Besok SENIN.!!!!

Malah jakarta Ujan mulu ni dari malam, kalau sampe Pagi masih Hujan besok pasti pada Kena Macet karena Banjir."
863,,@T0NI361 @geloraco Disana banjir belalang katanyah...
864,,@JeromePolin Berenang di banjir gitu hamil apa njir..
865,,"Udah renang hari ini? Hati2 ya jangan lupa pakai pelindung.. 
Jakarta banjir lg ya karena hujan semalaman dan skrg juga masih hujan. Jadi bisa renang dimana2, ngga ada tuh langit biru spt foto pencitraan gabener itu. Yg terkena banjir, sabar ya"
866,,"Jakarta banjirnya parah bgt, hati2 buat yg lg di jalan. Baca berita ini membantu kamu mencari jalan. Ayo rame2 minta tanggung jwb gabener yg konsentrasinya ke formula E mulu sementara masalah banjir ngga ada solusinya. Sabar ya jd warga jkt, banjirnya udh terkenal sampai akhirat https://t.co/nqMRT8OAM1"
867,,"Jakarta banjirnya parah bgt, ngga ada perbaikan sejak banjir awal thn malah makin merata &amp; kena tempat vital spt ini. Gabenernya malah sibuk urus Formula E mulu #BanjirJakarta2020 https://t.co/tWgX9C06OO"
868,,Menjalani hidup yang mengalir aja seperti air ... Ya kalo lagi banjir gedebag gedebug kalo lagi tenang ya mending bubug (tidur)
869,,"Kemang banjir
jagakarsa enggak
🏃🏃🏃💨💨💨 https://t.co/GEw8JbOtkf"
870,,"Saya rasa pak #AniesBaswedan belum pernah ngrasain capeknya bersih2 pasca #banjir. Setelah bersih2 rumah lanjut gotong royong bersih2 jalanan.
Listrik padam air mati, makanan abis. Blm lagi banjir susulan. Capek lho pak."
871,,"Pak @aniesbaswedan dipulomas, tahun ini sudah 3x airnya masuk kedalam rumah. Mohon dibenahi dg serius masalah banjir ini Pak. Sangat memprihatinkan.."
872,,"Pak @aniesbaswedan @DKIJakarta dipulomas, tahun ini sudah 3x airnya masuk kedalam rumah. Mohon dibenahi dg serius masalah banjir ini Pak. Sangat memprihatinkan.. #banjir #BanjirJakarta #BanjirJakarta2020"
873,,Td dini hari banjir lagi. Ini baru surut. Total 6x banjir. Alhamdulillah
874,,"Sebulan udah berapa kali telat gegara gangguan commuter lah, banjir lah. Hmmm.......lama lama gw beli motor aja lah ini 🤦"
875,,Emang ujan deres ya semalam? Kok berita banjir di mana-mana. Ku nggak kerasa kalo ujan saking nglintekke -_-
876,,"wuaduh Debit air bendung Katulampa tinggi, wahai warga Jakarta waspada banjir lagi kiriman dari Bogor *toa mana toa"
877,,"Manna PKS ! Pemerintah Pastikan Banjir Bandang di Penajam Paser Utara Bukan Lokasi Ibu Kota Baru. Lokasi banjir jauh DARI Lokasi Ibukota.
https://t.co/WNDaaF6NKQ
@bin_martakusuma @chirp__john @SitompulYunus @gundala222 @budiarto2303 @kenhans03 @Salim_Semm @yohanes_setiono"
878,,"Bandung Selatan akan Makin Sengsara, banjir etc. https://t.co/Fhem3Rs2Qs"
879,,"HARI2 banjir ber Jilid2 ! 
Banjir di Rawajati KALIBATA,
Capai 1 Meter, Warga Masih Bertahan di Rumah

https://t.co/FV9YJlTdyv
@PJayakarsa @valencia_amara @Bubut871 @ichigotalks @MyBagaspati @LukmanHarijanto @gundala222"
880,,"Banjir di Kebon Pala, Jakarta Timur. Hingga sore hari ini, banjir masih menggenangi permukiman warga, pukul 16.03 WIB, banjir setinggi 150 cm.
https://t.co/zpQzMjOdqF
@marsonom97 @yogo_prst @77bayoe @Berty69968038 @LukmanHarijanto @Shumartweet1 @durangonian"
881,,"Banjir di Jalan DI Panjaitan, Jakarta Timur tidak bisa dilintasi semua ranmor pukul 03.56 WIB, tinggi air mencapai 60-100 cm, Tebet, Cawang Terendam Banjir.
https://t.co/nKt7EBgkmY
@BHD_8 @Oetaryo7 @cello_bams @valencia_amara @LukmanHarijanto @MyBagaspati
@wrahardian2"
882,,"Banjir di Jalan DI Panjaitan, Jakarta Timur tidak bisa dilintasi semua ranmor pukul 03.56 WIB.
Tinggi air di Jalan DI Panjaitan mencapai 60-100 cm, Tebet, Cawang Terendam Banjir.
https://t.co/nKt7EBgkmY
@PJayakarsa @LisdiyantoR @Bams_1eng @ichigotalks @77bayoe @yogo_prst"
883,,"Menurut Ketua Fraksi PKS DPRD DKI Jakarta M Arifin, Gabener Anies terbukti lebih baik ketimbang Ahok dalam menangani banjir di wilayah ibu kota.
https://t.co/cG8TGaZW3n
@Bnie18 @gundala222 @PJayakarsa @Berty69968038 @ichigotalks @Barna_byo @bahdirdja"
884,,"Banjir, Bahagia Warganya !!
Anak-anak Rawajati Berenang di Ciliwung yang Meluap, Lurah Beri Imbauan.
https://t.co/L0rxTpZaSr
@LisdiyantoR @MyBagaspati @novapermana8 @angelmaximilan @marsonom97 @Bubut871 @77bayoe @LukmanHarijanto"
885,,"Kamis, 20 Feb 2020 15:41 WIB, BPBD DKI Jakarta ada 28 RW di Jakarta banjir. Lokasi paling tinggi terdapat di Cawang, dengan ketinggian 80 cm, tersebar di 16 kelurahan dan 10 kecamatan.
https://t.co/hPrRKI4r9y
@Oetaryo7 @cello_bams @enny_endah @bahdirdja @hemaviton99 @novapermana8"
886,,"Menurut Gerindra Taufik, kinerja Pemprov DKI di bawah Gabener Anies memang tidak lebih baik dari era Ahok. Terutama dalam hal penanganan banjir dan macet.

https://t.co/S4ebbciiwg
@marsonom97 @PJayakarsa @Aslipriok1973 @Bubut871 @valencia_amara @Oetaryo7"
887,4,"PEKAES NGE HOAX ! Banjir melanda Desa Bukit Subur, Penajam Paser Utara, Kalimantan Timur. Mnrt Bappenas Suharso pastikan Desa Bukit Subur tidak dekat dengan lokasi ibu kota negara yang baru.
https://t.co/1JUz7azgUq
@PartaiPKS @sirajapadoha @Dumax @DjanChoek @FachryAditya14 @BHD_8"
888,,"Manna PKS ! Pemerintah Pastikan Banjir Bandang di Penajam Paser Utara Bukan Lokasi Ibu Kota Baru.
https://t.co/WNDaaF6NKQ
@positive_values @DjanChoek @jonahmunda @FachryAditya14 @gundala_030 @Boemi_Pertiwi12 @hputrantoadi @rich146754 @YohanesPatty2"
889,,"Bandung Selatan akan Makin Sengsara, banjir etc. https://t.co/1sbeAU1RIM"
890,,"Manna PKS ! Pemerintah Pastikan Banjir Bandang di Penajam Paser Utara Bukan Lokasi Ibu Kota Baru.
https://t.co/WNDaaF6NKQ
@dayakbanyadu @Dumax https://t.co/e2InXomAYJ"
891,,Sedahsyat itu hujan pagi ini sampe dimana2 udah pada banjir
892,,"Duh, banjir lagi ya Jakarta."
893,,"#Banjir ujan baru bentar, mana pencegahan @JAKARTAGOVERNOR #DKIJakarta https://t.co/ZAZDg0uHEO"
894,,@goneees @nastiti_mgranti @jstlitlegirl @petabencana njir ngakak bgt perihal banjir doang😭😭😭😭😭😭😭😭😭
895,,Banjir. Sakit. Amburadul. Mager. Lengkap sudah hari ini.
896,4,"@petabencana Ih ni bot bawel amat dah
Heran
#banjir"
897,,@kum4n__ @memefess Mslh yg banjir dia bilang bercandaan atau apa gitu banyak yg ke triggered lupa si pastinya apa
898,,"MANNA TOAAAA ! Banjir merendam wilayah RW 04, Kelurahan Cipinang Melayu, Jakarta Timur, Minggu (16/2/2020) sore, di lokasi, banjir setinggi sekitar 50 sentimeter menggenang rumah-rumah warga RW 04.
https://t.co/FetbNN0HdW
@novapermana8 @ichigotalks @Oetaryo7 @bbn14y @BHD_8"
899,,@IwanWan94149215 @rondiyan @reza_barwiasari @CH_chotimah masalah banjir
900,,"@Prambors Live Report !!!
Kaga kena banjir sih, tp jalanan jd macet menuju jakarta.. 
Enakan mampir makan ketupat padang dulu yu.. 😚😍☺ https://t.co/K89xxALrlo"
901,,"Evakuasi Ibu &amp; bayinya.
#banjir
#kavling_rambutan
#25022020 @ Kav.Rambutan Ciracas Jaktim https://t.co/bTdV3V735y"
902,,"Whatever reason and wherever you go, please noted becomes as part of your journey
Yang artinya: Bukan berarti akuh meninggalkan begitu saja Jakarta yang lagi banjir tapi akuh akan tetap bantu doa dari atas awan 🙌🙏🏻… https://t.co/uSxYDttp0p"
903,,Pengungsi banjir kemang utara IX https://t.co/bJq6oJ6Py1
904,4,"Menyebrangi banjir dengan ketinggian hingga se-kepala, kepala kontol. 
#losgarewel #otwgudiken https://t.co/kS5eN8Mh3u"
905,,#Banjir2020 Buka WA #banjir https://t.co/l4b1HZcJ6T
906,,"maaf kalo terpaksa saya upload lagi, hanya sekedar ngasih ide aja.

#banggaber #banjir #jakarta https://t.co/4lUmk2zy4F"
907,,@MrsRachelIn @GunRomli @aniesbaswedan alhamdulillah yg banjir cuma jakarta ya non
908,4,@MrsRachelIn @GunRomli @aniesbaswedan banjir bukan cuma jakarta tolol goblok alias togog dengerin siaran kompas  cebong2 pada subur kenapa gubernur laen luh gak hujat
909,,@joshialong @MrsRachelIn @GunRomli @aniesbaswedan terimakasih semoga anda yg terhormat tidak kena banjir sep saya yg lemah
910,,@GunRomli @aniesbaswedan kalo luh ga tau nih banjir bukan cuma jakarta togog https://t.co/Cc61w0RApJ
911,4,Yang sering buang sampah sembarangan dilarang ngeluh kalo banjir. GARA GARA LO KITA SEMUA JADI SUSAH. https://t.co/cqA7ROqeXF
912,,"Baru juga viral tuh video yg bilang pak gub baik karna banjir cuma dtangnya pas hari libur,eh skrng hari kerja di kasih banjir,makanya ga boleh sombong pak di denger malaikat kan tuh akhirnya"
913,4,Udah was was takut banjir. Udah ngepack in barang2 diamanin. Tidur jam 6. Bangun jam 11. Sampe lupa punya laki harus kerja dia bablas aja tidur 😴😴😴
914,,Yang rumahnya kena banjir awas hamil 🙊
915,,Kalau terus menerus begini jangan nyalahin orang lain dong tp harus mulai dari sendiri menjaga lingkungan seenggaknya ga pd buang sampah sembarang . Its simple #Banjir
916,,"@nauval_12 @ridlwandjogja Literasi kamu payah mas, jelas2 nama dan foto saya perempuan.

Saya ngalamin banjir Jakarta sejak 92 mas, iya saya tahu dulu Jakarta sempet dirapihin, dan beberapa tempat spt di kali pesanggrahan ga banjir lagi. Karena dulu diurus.

Ga usah dibelain, semua tahu skr itu mundur."
917,,@msaid_didu Susah ya nyari ngelesan kalo udah banjir besar 4 kali dalam 2 bulan?
918,,"@nauval_12 @ridlwandjogja Masalahnya banjirnya juga ngga berimbang mas. Kepikir ga lelahnya orang yang ngepel lumpur 4 kali dalam 2 bulan terakhir, padahal sudah bertahun2 ga pernah banjir. Di Jakarta, APBD terbesar. Pernah berasa diurus. Ya wajar marah luar biasa sekarang. 
Ohya, mereka orang biasa juga"
919,,"Yg nyebarin mungkin menolak lupa, pak. Atau mo ngasitau sebaran banjir taun 2013.

Atau emang niat ngehoax https://t.co/H14yBDZPJH"
920,,"Vertical housing, yg dulu dicemooh karena ga napak, keknya bakal jd solusi buat rangorang yg uda bosen beberes rumah pas banjir"
921,,@detikcom Perasaan sdh bebas banjir.....sptnya tdk ada antisipasi
922,3,Jalanan ke kantor banjir nggak ya 😭
923,,@lewatmana mhn info arah permata hijau dari joglo apakah ada kendala banjir
924,,Jakarta ujan dikit banjir lemah
925,,@denbaguuss Doain jgn banjir lagi lah ye....lelah cuk
926,,"Bangun tidur check hp rame bgt ngomongin banjir, gue si selow aja karena kosan w gak ada tanda banjir, eh taunya pas otw kantor pesanggarahan banjir dah dalem bgt 😢"
927,5,"Yaaaa tempatnya gue si aman cuma aksesnya yang susah, dimana mana banjir😥"
928,,@petabencana #banjir
929,,Semoga banjir di kota ini cepet surut
930,,"Mat mat, dibayar berapa ya lo ini ampe banjir aja harus disyukurin dan bela2in anies ampe mati2an gt. Udh buta bgt sm politik mah gini bgt ya. Gw sbg yg punya mantu betawi malu bgt liat statement kek gini. 🤬 https://t.co/UA8YVtOQKP"
931,,"Tidak hanya Jakarta, Tangerang juga #banjir"
932,,"Semoga #banjir menjadi pelajaran penting bagi semua yg suka buang sampah dari dlm mobil ke jalan, dari rumah ke kali, dari motor ke jalanan, stay strong semua.. Semoga juga Allah memberikan jalan terbaik agar manusianya dapat intropeksi diri 👍😇"
933,,"Baru aja deh kmrinan liat di tipi katanya Alhamdulilah banjir di hari libur aja, etapi skrg hari selasa loh?! Eiaa brrti kalendernya tuh yg harus disalahkan karena tuh kalender belum solehh,,"
934,4,"Hikmah dr banjir.

Ya lo ga kena banjir bang. Yang kena banjir berkali2 warga kecil, kasian was was ga nyenyak tidurnya. Tiap ujan udh begadang angkat2in kasur, barang elektronik rusak. Lo mau ganti?😒 https://t.co/JIRwoQ0DES"
935,,Banjir merata sampai Cikunir https://t.co/zyDTRRacaR
936,,Banjir merata sampai ke Bekasi https://t.co/M5voj9HDif
937,,Banjir merata sampai ke perumahan di Bekasi https://t.co/5jsSMqg0rb
938,,"Menghadapi kondisi banjir seperti ini, sebaiknya bersabar sambil berzikir https://t.co/Z4m2o8TSz3"
939,,@andhikaNay Tendean mampang banjir bosss..
940,2,"Bangsyattt ngakak dnk w 🤣
Banjir bisa milih di weekend https://t.co/hDoie48xzc"
941,4,"Sesuai sunatullah, semoga A̶n̶i̶e̶s̶ ̶B̶a̶s̶w̶e̶d̶a̶n̶ air banjir segera dimasukkan ke dalam tanah. Amin ya Allah. 🤲

Ketik netnot untuk ikutan amin."
942,,Jam segini udah banyak titik jalanan yang gak bisa dilewatin karena banjir. Selamat berakhir pekan lebih awal. 🙏🏼 https://t.co/f3Fi8UFYJg
943,4,Dibalik kata BANJIR tersirat kata ANJIR.... atau kalo ga singkatan BAngs*t NJIR.... #BanjirJakarta2020
944,4,"@elshinta_radio HUJAN dari LANGIT, pejabat cuek saja tdk PINTER kelola BANJIR, HUKUM KARMA buruk"
945,4,"@elshinta_radio NIKMATI banjir, BERSYUKUR"
946,4,Banjir kok hampir tiap minggu. Sebangsat-bangsatnya Gubernur lah ini emang.
947,5,"Gak sempet videoin saking paniknya kejebak di tengah banjir cuma bisa doa doang biar mesin gak mati di tengah..... 

Motor lewat banyak yang mati mesin. Ada sedan tahun 2000an mati di tengah jalan, kasian liatnya...."
948,4,"""dARi duLU jAKaRta jUgA bAnJiR kALi""."
949,4,Ngentot emang nih orang kerjaannya cuma bisa nge-like postingan Persija doang. Disuruh nanggulangin banjir juga clueless. https://t.co/ZtBXxLGrTb
950,,"@MelizaFera Wahh iya mba makasih infonya, barusan diinfoin banjir"
